"Date","URM","LRM","Distance","Year"
2012-08-08,104,74,30,2012
2012-08-09,104.5,74,30.5,2012
2012-09-01,165.5,151.5,14,2012
2012-09-10,104,74,30,2012
2012-09-11,104,74,30,2012
2012-09-12,104,74,30,2012
2012-09-13,164.5,152,12.5,2012
2012-09-14,164.5,152.5,12,2012
2012-09-15,164.5,151.5,13,2012
2012-09-16,164.5,151.5,13,2012
2012-09-17,164.5,151.5,13,2012
2012-09-18,164.5,151,13.5,2012
2012-09-19,99,74,25,2012
2012-09-02,94,74,20,2012
2012-09-20,98,74,24,2012
2012-09-21,99,74,25,2012
2012-09-22,98,74,24,2012
2012-09-23,100,74,26,2012
2012-09-24,100,74,26,2012
2012-09-25,100,74,26,2012
2012-09-26,100,74,26,2012
2012-09-27,100,74,26,2012
2012-09-28,100,74,26,2012
2012-09-29,100.5,74,26.5,2012
2012-09-03,96,74,22,2012
2012-09-30,100.5,74,26.5,2012
2012-09-04,96.5,74,22.5,2012
2012-09-05,98,74,24,2012
2012-09-06,98,74,24,2012
2012-09-07,98.5,74,24.5,2012
2012-09-08,104,74,30,2012
2012-09-09,104,74,30,2012
2013-06-10,87,74,13,2013
2013-06-11,88.5,74,14.5,2013
2013-06-12,88,74,14,2013
2013-06-13,89,74,15,2013
2013-06-14,90,74,16,2013
2013-06-15,91,74,17,2013
2013-06-16,93,74,19,2013
2013-06-17,93,74,19,2013
2013-06-18,93.5,74,19.5,2013
2013-06-19,94.5,74,20.5,2013
2013-06-20,95,74,21,2013
2013-06-21,96,74,22,2013
2013-06-22,96,74,22,2013
2013-06-23,97,74,23,2013
2013-06-24,97.5,74,23.5,2013
2013-06-25,97.5,74,23.5,2013
2013-06-26,98,74,24,2013
2013-06-27,98,74,24,2013
2013-06-28,98.5,74,24.5,2013
2013-06-29,99,74,25,2013
2013-06-03,77,74,3,2013
2013-06-30,99,74,25,2013
2013-06-04,78,74,4,2013
2013-06-05,81.5,74,7.5,2013
2013-06-06,83,74,9,2013
2013-06-07,83.5,74,9.5,2013
2013-06-08,84,74,10,2013
2013-06-09,85.5,74,11.5,2013
2013-07-01,98.5,74,24.5,2013
2013-07-10,157.5,152,5.5,2013
2013-07-11,87.5,74,13.5,2013
2013-07-12,158,152.5,5.5,2013
2013-07-13,157.5,152.5,5,2013
2013-07-14,157.5,152.5,5,2013
2013-07-15,156,152.5,3.5,2013
2013-07-16,156,152.5,3.5,2013
2013-07-17,156,152.5,3.5,2013
2013-07-18,156,152.5,3.5,2013
2013-07-19,155.5,152.5,3,2013
2013-07-02,98.5,74,24.5,2013
2013-07-20,155.5,152,3.5,2013
2013-07-23,158,158,0,2013
2013-07-24,155.5,152.5,3,2013
2013-07-25,154.5,152.5,2,2013
2013-07-26,154,152.5,1.5,2013
2013-07-03,85,74,11,2013
2013-07-04,97,74,23,2013
2013-07-05,86.5,74,12.5,2013
2013-07-06,84,74,10,2013
2013-07-07,98.5,74,24.5,2013
2013-07-08,98.5,74,24.5,2013
2013-07-09,94,74,20,2013
2013-08-15,156,153,3,2013
2013-08-16,157.5,153,4.5,2013
2013-08-17,157.5,153,4.5,2013
2013-08-18,157,152,5,2013
2013-08-19,157.5,152,5.5,2013
2013-08-20,157.5,152,5.5,2013
2013-08-21,84,74,10,2013
2013-08-22,86.5,74,12.5,2013
2013-08-23,94.5,74,20.5,2013
2013-08-24,94.5,74,20.5,2013
2013-08-25,94.5,74,20.5,2013
2013-08-26,94.5,74,20.5,2013
2013-08-27,133.5,133.5,0,2013
2013-08-27,133.5,133.5,0,2013
2013-08-28,133.5,133.5,0,2013
2013-08-28,133.5,133.5,0,2013
2013-08-29,133.5,133,0.5,2013
2013-08-29,133.5,133,0.5,2013
2013-08-30,133.5,133,0.5,2013
2013-08-30,133.5,133,0.5,2013
2013-08-31,83.5,74,9.5,2013
2013-08-09,153.5,153.5,0,2013
2013-09-01,89,74,15,2013
2013-09-10,135.5,133,2.5,2013
2013-09-10,135.5,133,2.5,2013
2013-09-11,156,152,4,2013
2013-09-02,92.5,74,18.5,2013
2013-09-03,89,74,15,2013
2013-09-04,91.5,74,17.5,2013
2013-09-05,97.5,74,23.5,2013
2013-09-06,97.5,74,23.5,2013
2013-09-07,87.5,74,13.5,2013
2013-09-08,135.5,133,2.5,2013
2013-09-08,135.5,133,2.5,2013
2013-09-09,135.5,133,2.5,2013
2013-09-09,135.5,133,2.5,2013
2014-10-01,154.5,152.5,2,2014
2014-10-10,154.5,152.5,2,2014
2014-10-11,154.5,152.5,2,2014
2014-10-02,154.5,152.5,2,2014
2014-10-03,154.5,152.5,2,2014
2014-10-04,154.5,152.5,2,2014
2014-10-05,154.5,152.5,2,2014
2014-10-06,76.5,74,2.5,2014
2014-10-07,76.5,74,2.5,2014
2014-10-08,79,74,5,2014
2014-10-09,78.5,74,4.5,2014
2014-06-19,74.5,74,0.5,2014
2014-06-20,75.5,74,1.5,2014
2014-06-21,80,74,6,2014
2014-06-22,80,74,6,2014
2014-06-23,82,74,8,2014
2014-06-24,83.5,74,9.5,2014
2014-06-25,85.5,74,11.5,2014
2014-06-26,86.5,74,12.5,2014
2014-06-27,88,74,14,2014
2014-06-28,89.5,74,15.5,2014
2014-06-29,90,74,16,2014
2014-06-30,91,74,17,2014
2014-07-01,92,74,18,2014
2014-07-10,86,74,12,2014
2014-07-11,89,74,15,2014
2014-07-02,93,74,19,2014
2014-07-26,76.5,74,2.5,2014
2014-07-27,79.5,74,5.5,2014
2014-07-28,88,84,4,2014
2014-07-29,88,84,4,2014
2014-07-03,93.5,74,19.5,2014
2014-07-30,90,74,16,2014
2014-07-04,94,74,20,2014
2014-07-05,95,74,21,2014
2014-07-06,93.5,74,19.5,2014
2014-07-07,91.5,74,17.5,2014
2014-07-08,89.5,74,15.5,2014
2014-07-09,87,74,13,2014
2014-09-10,93.5,74,19.5,2014
2014-09-11,93.5,74,19.5,2014
2014-09-12,93.5,74,19.5,2014
2014-09-13,94.5,74,20.5,2014
2014-09-14,95.5,74,21.5,2014
2014-09-15,95.5,74,21.5,2014
2014-09-16,154,152.5,1.5,2014
2014-09-25,153,152.5,0.5,2014
2014-09-26,154.5,152.5,2,2014
2014-09-27,155,152,3,2014
2014-09-28,154.5,152.5,2,2014
2014-09-29,154.5,152.5,2,2014
2014-09-30,154.5,152.5,2,2014
2014-09-06,84,74,10,2014
2014-09-07,84.5,74,10.5,2014
2014-09-08,86.5,74,12.5,2014
2014-09-09,86.5,74,12.5,2014
2015-10-01,94,84.5,9.5,2015
2015-10-10,155.5,152.5,3,2015
2015-10-11,155.5,152.5,3,2015
2015-10-12,155.5,152.5,3,2015
2015-10-13,155.5,152.5,3,2015
2015-10-14,155.5,152.5,3,2015
2015-10-15,155.5,152.5,3,2015
2015-10-16,155.5,152.5,3,2015
2015-10-17,156.5,152.5,4,2015
2015-10-18,155.5,152.5,3,2015
2015-10-19,156,152.5,3.5,2015
2015-10-02,94.5,84.5,10,2015
2015-10-20,156,152.5,3.5,2015
2015-10-21,154.5,152.5,2,2015
2015-10-03,94.5,84.5,10,2015
2015-10-04,95,84.5,10.5,2015
2015-10-05,91.5,84.5,7,2015
2015-10-06,91.5,84.5,7,2015
2015-10-07,89,84.5,4.5,2015
2015-10-08,155.5,152.5,3,2015
2015-10-09,155.5,152,3.5,2015
2015-09-10,153,153,0,2015
2015-09-11,153.5,152.5,1,2015
2015-09-12,87.5,84.5,3,2015
2015-09-13,155.5,152.5,3,2015
2015-09-14,89.5,84.5,5,2015
2015-09-15,156.5,152.5,4,2015
2015-09-16,156.5,152.5,4,2015
2015-09-17,157,152,5,2015
2015-09-18,157,152,5,2015
2015-09-19,156.5,152,4.5,2015
2015-09-20,156,152,4,2015
2015-09-21,155.5,152,3.5,2015
2015-09-22,156,152.5,3.5,2015
2015-09-23,75.5,74,1.5,2015
2015-09-24,75.5,74,1.5,2015
2015-09-25,75.5,74,1.5,2015
2015-09-26,156,152.5,3.5,2015
2015-09-27,155.5,152.5,3,2015
2015-09-28,90,84.5,5.5,2015
2015-09-29,156.5,152.5,4,2015
2015-09-30,157.5,152.5,5,2015
2016-10-01,78,74,4,2016
2016-10-01,156,152,4,2016
2016-10-12,155,151.5,3.5,2016
2016-10-13,156,151.5,4.5,2016
2016-10-14,156,151.5,4.5,2016
2016-10-15,156,152,4,2016
2016-10-16,156,152,4,2016
2016-10-17,156,152,4,2016
2016-10-18,156,152.5,3.5,2016
2016-10-19,156,152.5,3.5,2016
2016-10-02,80.5,74,6.5,2016
2016-10-20,156,152.5,3.5,2016
2016-10-20,160.5,157,3.5,2016
2016-10-21,156,152.5,3.5,2016
2016-10-22,156,152,4,2016
2016-10-22,161,157,4,2016
2016-10-23,161,157,4,2016
2016-10-24,161,157,4,2016
2016-10-25,160.5,157,3.5,2016
2016-10-26,160.5,157,3.5,2016
2016-10-27,160.5,157,3.5,2016
2016-10-28,156,153,3,2016
2016-10-28,160,157,3,2016
2016-10-29,156,153,3,2016
2016-10-03,80.5,74,6.5,2016
2016-10-30,78.5,74,4.5,2016
2016-10-31,76,74,2,2016
2016-10-04,81.5,74,7.5,2016
2016-10-05,81.5,74,7.5,2016
2016-10-06,81,74,7,2016
2016-10-07,81,74,7,2016
2016-10-08,81,74,7,2016
2016-10-09,81,74,7,2016
2016-07-12,80.5,74,6.5,2016
2016-07-13,82,74,8,2016
2016-07-14,83,74,9,2016
2016-07-15,86,74,12,2016
2016-07-16,88,74,14,2016
2016-07-17,90,74,16,2016
2016-07-18,91,74,17,2016
2016-07-19,91,74,17,2016
2016-07-20,92,74,18,2016
2016-07-21,90,74,16,2016
2016-07-22,90,74,16,2016
2016-07-23,90,74,16,2016
2016-07-24,90,74,16,2016
2016-07-25,90,74,16,2016
2016-07-26,90,74,16,2016
2016-07-27,92,74,18,2016
2016-07-28,92,74,18,2016
2016-07-29,92,74,18,2016
2016-07-30,91.5,74,17.5,2016
2016-07-31,91.5,74,17.5,2016
2016-08-01,94,74,20,2016
2016-08-02,83,74,9,2016
2016-08-03,80,74,6,2016
2016-08-31,153.5,153,0.5,2016
2016-08-04,80,74,6,2016
2016-08-05,80,74,6,2016
2016-09-01,154.5,154.5,0,2016
2016-09-10,83,74,9,2016
2016-09-11,84,74,10,2016
2016-09-12,81.5,74,7.5,2016
2016-09-13,81,74,7,2016
2016-09-14,82.5,74,8.5,2016
2016-09-15,81.5,74,7.5,2016
2016-09-16,81.5,74,7.5,2016
2016-09-17,81.5,74,7.5,2016
2016-09-18,80,74,6,2016
2016-09-19,82,74,8,2016
2016-09-02,156,152.5,3.5,2016
2016-09-20,82,74,8,2016
2016-09-21,82,74,8,2016
2016-09-22,82,74,8,2016
2016-09-23,82,74,8,2016
2016-09-24,84,74,10,2016
2016-09-25,87.5,74,13.5,2016
2016-09-26,87,74,13,2016
2016-09-03,157,152.5,4.5,2016
2016-09-30,78.5,74,4.5,2016
2016-09-04,156.5,152.5,4,2016
2016-09-05,157,152.5,4.5,2016
2016-09-06,85,74,11,2016
2016-09-07,82,74,8,2016
2016-09-08,155,152.5,2.5,2016
2016-09-09,83,74,9,2016
2017-07-10,81.5,79.2,2.3,2017
2017-07-11,83.2,79.2,4.1,2017
2017-07-12,83.5,76.4,7.2,2017
2017-07-13,85,77.2,7.9,2017
2017-07-14,85.5,76.2,9.3,2017
2017-07-15,85.8,76.2,9.6,2017
2017-07-16,85.1,76.2,8.9,2017
2017-07-17,87.8,76.2,11.6,2017
2017-07-18,88.9,76.2,12.7,2017
2017-07-19,88.7,76.2,12.6,2017
2017-07-20,88.9,76.2,12.8,2017
2017-07-21,88.8,76.2,12.6,2017
2017-07-22,88.6,76.2,12.5,2017
2017-07-23,83.2,76.2,7.1,2017
2017-07-24,84.9,76.2,8.7,2017
2017-07-25,86.3,73.9,12.5,2017
2017-07-26,87.9,73.9,14,2017
2017-07-27,87.2,73.9,13.3,2017
2017-07-28,89,73.9,15.2,2017
2017-07-29,89.6,73.9,15.7,2017
2017-07-30,81.9,73.9,8,2017
2017-07-31,75.6,73.9,1.8,2017
2017-07-09,80.6,79.2,1.4,2017
2017-08-20,82,79.1,2.9,2017
2017-08-21,82.1,73.8,8.3,2017
2017-08-22,80.4,73.8,6.6,2017
2017-08-23,83.3,73.8,9.4,2017
2017-08-24,75.2,73.8,1.4,2017
2017-08-25,78.8,73.8,5,2017
2017-08-26,79.9,73.8,6,2017
2017-08-27,82,73.8,8.2,2017
2017-08-28,82.8,73.8,9,2017
2017-08-29,80.4,73.8,6.6,2017
2017-08-30,77.1,73.8,3.3,2017
2017-08-31,80.4,73.8,6.5,2017
2017-09-01,80.5,73.8,6.7,2017
2017-09-10,91.7,73.8,17.8,2017
2017-09-11,94.1,73.8,20.3,2017
2017-09-12,95.1,73.8,21.2,2017
2017-09-13,95.1,73.8,21.3,2017
2017-09-14,94.5,73.8,20.7,2017
2017-09-15,94.5,73.8,20.7,2017
2017-09-16,94.2,73.8,20.4,2017
2017-09-17,93.8,73.8,19.9,2017
2017-09-18,93.5,73.8,19.7,2017
2017-09-19,93.3,73.8,19.5,2017
2017-09-02,79.9,73.8,6,2017
2017-09-20,93.2,73.8,19.4,2017
2017-09-21,93.4,73.8,19.6,2017
2017-09-22,92.8,73.8,19,2017
2017-09-23,92.7,73.8,18.9,2017
2017-09-24,92.7,73.8,18.9,2017
2017-09-25,92.6,73.8,18.8,2017
2017-09-26,92.5,73.8,18.7,2017
2017-09-27,92.3,73.8,18.5,2017
2017-09-28,86.1,73.8,12.3,2017
2017-09-03,81.5,73.8,7.7,2017
2017-09-04,81.6,73.8,7.8,2017
2017-09-05,81.2,73.8,7.4,2017
2017-09-06,81.3,73.8,7.5,2017
2017-09-07,84.8,73.8,11,2017
2017-09-08,86,73.8,12.1,2017
2017-09-09,89.3,73.8,15.5,2017
2018-10-01,86.7,73.9,12.85,2018
2018-10-10,80.6,73.9,6.72,2018
2018-10-11,78.3,73.9,4.42,2018
2018-10-12,77.5,73.9,3.68,2018
2018-10-13,82.6,73.9,8.72,2018
2018-10-14,81.2,73.9,7.38,2018
2018-10-15,81.3,73.9,7.45,2018
2018-10-16,82.5,73.9,8.64,2018
2018-10-17,81.4,73.9,7.55,2018
2018-10-18,78.4,73.9,4.56,2018
2018-10-19,77.2,73.9,3.33,2018
2018-10-02,86.6,73.9,12.75,2018
2018-10-03,79.5,73.9,5.69,2018
2018-10-04,84.8,73.9,10.93,2018
2018-10-05,87.3,73.9,13.4,2018
2018-10-06,87.6,73.9,13.78,2018
2018-10-07,88.2,73.9,14.38,2018
2018-10-08,83.1,73.9,9.28,2018
2018-10-09,82.3,73.9,8.49,2018
2018-04-01,74.5,74,0.48,2018
2018-04-10,88,74,14.07,2018
2018-04-11,88.2,74,14.27,2018
2018-04-12,88.8,74,14.78,2018
2018-04-13,89.1,74,15.14,2018
2018-04-14,89.1,74,15.09,2018
2018-04-15,88.5,74,14.56,2018
2018-04-16,88.8,74,14.79,2018
2018-04-17,88.8,74,14.86,2018
2018-04-18,89.1,74,15.1,2018
2018-04-19,89,74,14.98,2018
2018-04-02,76.3,74,2.3,2018
2018-04-20,89.6,74,15.58,2018
2018-04-21,89.3,74,15.28,2018
2018-04-22,89.2,74,15.27,2018
2018-04-23,89.1,74,15.17,2018
2018-04-24,88.8,74,14.86,2018
2018-04-25,89.6,74,15.63,2018
2018-04-26,89.7,74,15.74,2018
2018-04-27,90.8,74,16.82,2018
2018-04-28,91.5,74,17.5,2018
2018-04-29,92.1,74,18.17,2018
2018-04-03,77.4,74,3.46,2018
2018-04-30,92.9,74,18.9,2018
2018-04-04,81.8,74,7.82,2018
2018-04-05,83.1,74,9.16,2018
2018-04-06,83.1,74,9.16,2018
2018-04-07,83.9,74,9.9,2018
2018-04-08,85.8,74,11.83,2018
2018-04-09,86.9,74,12.96,2018
2018-05-01,93,74,18.98,2018
2018-05-10,93.5,74,19.56,2018
2018-05-11,93.7,74,19.73,2018
2018-05-12,93.8,74,19.88,2018
2018-05-13,94,74,20.03,2018
2018-05-14,94,74,19.98,2018
2018-05-15,93.9,74,19.94,2018
2018-05-16,94,74,20.04,2018
2018-05-17,94.3,74,20.3,2018
2018-05-18,94.5,74,20.48,2018
2018-05-19,94.3,74,20.31,2018
2018-05-02,93.2,74,19.19,2018
2018-05-20,94.4,74,20.4,2018
2018-05-21,94.5,74,20.52,2018
2018-05-22,87.6,74,13.59,2018
2018-05-23,92.2,74,18.2,2018
2018-05-24,93,74,19.08,2018
2018-05-25,93,74,19.08,2018
2018-05-26,92.6,74,18.64,2018
2018-05-27,92.1,74,18.16,2018
2018-05-28,92.1,74,18.14,2018
2018-05-29,92.7,74,18.71,2018
2018-05-03,93.1,74,19.15,2018
2018-05-30,92.5,74,18.58,2018
2018-05-31,92.3,74,18.33,2018
2018-05-04,92.9,74,18.95,2018
2018-05-05,93.1,74,19.09,2018
2018-05-06,93.1,74,19.11,2018
2018-05-07,93.1,74,19.17,2018
2018-05-08,93.2,74,19.18,2018
2018-05-09,93.3,74,19.33,2018
2018-06-01,92.8,74,18.88,2018
2018-06-10,94.3,74,20.31,2018
2018-06-11,94,74,20.05,2018
2018-06-12,94,74,20,2018
2018-06-13,93.9,74,19.96,2018
2018-06-14,93.9,74,19.94,2018
2018-06-15,93.8,74,19.88,2018
2018-06-16,93.8,74,19.83,2018
2018-06-17,93.6,74,19.63,2018
2018-06-18,93.6,74,19.6,2018
2018-06-19,93.4,74,19.47,2018
2018-06-02,93.1,74,19.16,2018
2018-06-20,90.7,74,16.71,2018
2018-06-21,92.8,74,18.81,2018
2018-06-22,93.5,74,19.55,2018
2018-06-23,93.9,74,19.89,2018
2018-06-24,95.7,74,21.69,2018
2018-06-25,96.5,74,22.48,2018
2018-06-26,96.4,74,22.4,2018
2018-06-27,96.2,74,22.25,2018
2018-06-28,96.6,74,22.63,2018
2018-06-29,96.5,74,22.53,2018
2018-06-03,95,74,21.06,2018
2018-06-30,96.2,74,22.24,2018
2018-06-04,87.8,74,13.79,2018
2018-06-05,93.6,74,19.6,2018
2018-06-06,93,74,19.01,2018
2018-06-07,92.9,74,18.89,2018
2018-06-08,92.9,74,18.9,2018
2018-06-09,94.3,74,20.32,2018
2018-07-01,96.3,74,22.29,2018
2018-07-10,96.7,63.4,33.36,2018
2018-07-11,96.4,62.8,33.54,2018
2018-07-12,96.4,62.9,33.52,2018
2018-07-13,96.3,63.4,32.92,2018
2018-07-14,96,63.4,32.6,2018
2018-07-15,83.5,63.4,20.18,2018
2018-07-16,83.9,63.9,19.97,2018
2018-07-17,71.9,63.8,8.08,2018
2018-07-18,56.1,54.7,1.44,2018
2018-07-19,84.8,63.8,20.98,2018
2018-07-02,96.4,73.9,22.45,2018
2018-07-20,85,63.7,21.32,2018
2018-07-21,85.8,63.7,22.09,2018
2018-07-22,91.4,63.4,27.98,2018
2018-07-23,91.5,63.4,28.11,2018
2018-07-24,91.5,63.4,28.19,2018
2018-07-25,91.9,63.4,28.57,2018
2018-07-26,91.7,63.4,28.34,2018
2018-07-27,68.3,63.4,4.99,2018
2018-07-03,97,73.8,23.13,2018
2018-07-04,96.7,73.8,22.9,2018
2018-07-05,97,73.8,23.1,2018
2018-07-06,97.2,73.8,23.33,2018
2018-07-07,97.1,73.8,23.25,2018
2018-07-08,97.5,73.8,23.72,2018
2018-07-09,97.2,70.3,26.89,2018
2018-08-10,91.9,74,17.93,2018
2018-08-11,93.3,74,19.37,2018
2018-08-12,89.3,74,15.35,2018
2018-08-13,90.7,74,16.73,2018
2018-08-14,84.3,74,10.28,2018
2018-08-17,91.6,74,17.63,2018
2018-08-18,90.2,74,16.23,2018
2018-08-19,92.2,74,18.17,2018
2018-08-20,93.3,74,19.37,2018
2018-08-21,94.6,74,20.62,2018
2018-08-22,90.5,74,16.57,2018
2018-08-03,81.4,77,4.33,2018
2018-08-04,88.2,75.6,12.66,2018
2018-08-05,85.3,74,11.37,2018
2018-08-06,86.4,74,12.44,2018
2018-08-07,89.1,74,15.08,2018
2018-08-08,91.8,74,17.77,2018
2018-08-09,92.5,74,18.47,2018
2018-09-01,81.7,77.8,3.87,2018
2018-09-10,154.6,152.4,2.1,2018
2018-09-11,80.7,73.9,6.85,2018
2018-09-12,81.8,73.9,7.89,2018
2018-09-13,83.3,73.9,9.45,2018
2018-09-14,83.7,73.9,9.81,2018
2018-09-15,84.7,73.9,10.82,2018
2018-09-16,85.5,73.9,11.61,2018
2018-09-17,86.4,73.9,12.57,2018
2018-09-18,87.8,73.9,13.95,2018
2018-09-19,92.1,73.9,18.28,2018
2018-09-20,91.8,73.9,17.97,2018
2018-09-21,84.8,73.9,10.96,2018
2018-09-22,84.3,73.9,10.4,2018
2018-09-23,84,73.9,10.11,2018
2018-09-24,84.5,73.9,10.61,2018
2018-09-25,85.7,73.9,11.88,2018
2018-09-26,84.9,73.9,11.07,2018
2018-09-27,84.7,73.9,10.86,2018
2018-09-28,84.9,73.9,11.07,2018
2018-09-29,85.3,73.9,11.41,2018
2018-09-03,84.7,74.7,10.05,2018
2018-09-30,85.9,73.9,12.06,2018
2018-09-04,86,73.9,12.13,2018
2018-09-05,83.7,73.9,9.85,2018
2018-09-06,154.7,152.4,2.25,2018
2018-09-07,157.3,152.4,4.92,2018
2018-09-08,157.2,152.4,4.8,2018
2018-09-09,154.8,152.4,2.4,2018
2019-08-21,80.92,79.15,1.77,2019
2019-08-22,80.92,79.15,1.77,2019
2019-08-23,80.92,79.15,1.77,2019
2019-08-24,80.92,79.15,1.77,2019
2019-08-25,80.92,79.15,1.77,2019
2019-08-26,80.98,79.15,1.83,2019
2019-08-27,81.1,79.15,1.95,2019
2019-08-28,81.45,79.15,2.3,2019
2019-08-29,81.46,79.15,2.31,2019
2019-08-30,81.46,79.15,2.31,2019
2019-08-31,81.46,79.15,2.31,2019
2019-09-01,81.46,79.15,2.31,2019
2019-09-02,85.2,79.15,6.05,2019
2019-09-03,86.1,79.15,6.95,2019
2019-09-04,86.55,79.15,7.4,2019
2019-09-05,86.8,79.15,7.65,2019
2019-09-06,88.8,74.5,14.3,2019
2019-09-07,89.29,74.35,14.94,2019
2019-09-08,89.85,74.35,15.5,2019
2019-09-09,89.63,73.85,15.78,2019
2019-09-10,89.75,73.85,15.9,2019
2019-09-11,89.87,73.85,16.02,2019
2019-09-12,89.61,73.85,15.76,2019
2019-09-13,91.2,73.85,17.35,2019
2019-09-14,88.61,73.84,14.77,2019
2019-09-15,87.62,73.85,13.77,2019
2019-09-16,77,73.85,3.15,2019
2019-09-26,81.65,81.5,0.15,2019
2019-09-27,81.85,76.2,5.65,2019
2019-09-28,82.78,76.17,6.61,2019
2019-09-29,82.66,73.88,8.78,2019
2019-09-30,82.46,73.88,8.58,2019
2019-10-01,82.42,73.88,8.54,2019
2019-10-02,82.25,73.88,8.37,2019
2019-10-03,82.73,73.89,8.84,2019
2019-10-04,84.25,73.89,10.36,2019
2019-10-05,77.36,73.89,3.47,2019
